user,num_ratings,Dataset
3088.0,50,ML1M
3089.0,53,ML1M
3090.0,62,ML1M
3091.0,64,ML1M
3092.0,53,ML1M
3093.0,179,ML1M
3094.0,41,ML1M
3095.0,174,ML1M
3096.0,197,ML1M
3097.0,63,ML1M
3098.0,92,ML1M
3099.0,159,ML1M
3100.0,55,ML1M
3101.0,270,ML1M
3102.0,34,ML1M
3103.0,39,ML1M
3104.0,29,ML1M
3105.0,120,ML1M
3106.0,68,ML1M
3107.0,72,ML1M
3108.0,484,ML1M
3109.0,57,ML1M
3110.0,300,ML1M
3111.0,124,ML1M
3112.0,213,ML1M
3113.0,50,ML1M
3114.0,105,ML1M
3115.0,36,ML1M
3116.0,85,ML1M
3117.0,37,ML1M
3118.0,570,ML1M
3119.0,90,ML1M
3120.0,37,ML1M
3121.0,271,ML1M
3122.0,27,ML1M
3123.0,155,ML1M
3124.0,26,ML1M
3125.0,354,ML1M
3126.0,81,ML1M
3127.0,41,ML1M
3128.0,317,ML1M
3129.0,503,ML1M
3130.0,67,ML1M
3131.0,77,ML1M
3132.0,28,ML1M
3133.0,21,ML1M
3134.0,101,ML1M
3135.0,123,ML1M
3136.0,40,ML1M
3137.0,51,ML1M
3138.0,212,ML1M
3139.0,59,ML1M
3140.0,323,ML1M
3141.0,61,ML1M
3142.0,94,ML1M
3143.0,212,ML1M
3144.0,35,ML1M
3145.0,111,ML1M
3146.0,62,ML1M
3147.0,211,ML1M
3148.0,102,ML1M
3149.0,27,ML1M
3150.0,77,ML1M
3151.0,172,ML1M
3152.0,31,ML1M
3153.0,44,ML1M
3154.0,189,ML1M
3155.0,85,ML1M
3156.0,64,ML1M
3157.0,159,ML1M
3158.0,296,ML1M
3159.0,238,ML1M
3160.0,25,ML1M
3161.0,71,ML1M
3162.0,82,ML1M
3163.0,858,ML1M
3164.0,30,ML1M
3165.0,30,ML1M
3166.0,40,ML1M
3167.0,220,ML1M
3168.0,30,ML1M
3169.0,129,ML1M
3170.0,73,ML1M
3171.0,132,ML1M
3172.0,108,ML1M
3173.0,95,ML1M
3174.0,87,ML1M
3175.0,87,ML1M
3176.0,21,ML1M
3177.0,61,ML1M
3178.0,212,ML1M
3179.0,25,ML1M
3180.0,490,ML1M
3181.0,25,ML1M
3182.0,626,ML1M
3183.0,111,ML1M
3184.0,105,ML1M
3185.0,90,ML1M
3186.0,37,ML1M
3187.0,27,ML1M
3188.0,21,ML1M
3189.0,525,ML1M
3190.0,36,ML1M
3191.0,406,ML1M
3192.0,150,ML1M
3193.0,190,ML1M
3194.0,34,ML1M
3195.0,192,ML1M
3196.0,305,ML1M
3197.0,136,ML1M
3198.0,105,ML1M
3199.0,100,ML1M
3200.0,159,ML1M
3201.0,446,ML1M
3202.0,143,ML1M
3203.0,162,ML1M
3204.0,48,ML1M
3205.0,305,ML1M
3206.0,100,ML1M
3207.0,99,ML1M
3208.0,384,ML1M
3209.0,230,ML1M
3210.0,149,ML1M
3211.0,97,ML1M
3212.0,26,ML1M
3213.0,137,ML1M
3214.0,36,ML1M
3215.0,36,ML1M
3216.0,324,ML1M
3217.0,350,ML1M
3218.0,62,ML1M
3219.0,142,ML1M
3220.0,72,ML1M
3221.0,41,ML1M
3222.0,20,ML1M
3223.0,61,ML1M
3224.0,1115,ML1M
3225.0,21,ML1M
3226.0,124,ML1M
3227.0,342,ML1M
3228.0,156,ML1M
3229.0,196,ML1M
3230.0,149,ML1M
3231.0,153,ML1M
3232.0,64,ML1M
3233.0,161,ML1M
3234.0,21,ML1M
3235.0,37,ML1M
3236.0,23,ML1M
3237.0,78,ML1M
3238.0,32,ML1M
3239.0,74,ML1M
3240.0,154,ML1M
3241.0,55,ML1M
3242.0,210,ML1M
3243.0,229,ML1M
3244.0,24,ML1M
3245.0,79,ML1M
3246.0,232,ML1M
3247.0,29,ML1M
3248.0,84,ML1M
3249.0,65,ML1M
3250.0,124,ML1M
3251.0,56,ML1M
3252.0,35,ML1M
3253.0,167,ML1M
3254.0,23,ML1M
3255.0,45,ML1M
3256.0,58,ML1M
3257.0,81,ML1M
3258.0,40,ML1M
3259.0,395,ML1M
3260.0,228,ML1M
3261.0,539,ML1M
3262.0,91,ML1M
3263.0,113,ML1M
3264.0,28,ML1M
3265.0,508,ML1M
3266.0,151,ML1M
3267.0,98,ML1M
3268.0,67,ML1M
3269.0,83,ML1M
3270.0,122,ML1M
3271.0,336,ML1M
3272.0,836,ML1M
3273.0,20,ML1M
3274.0,198,ML1M
3275.0,21,ML1M
3276.0,29,ML1M
3277.0,150,ML1M
3278.0,46,ML1M
3279.0,105,ML1M
3280.0,649,ML1M
3281.0,190,ML1M
3282.0,24,ML1M
3283.0,246,ML1M
3284.0,41,ML1M
3285.0,627,ML1M
3286.0,28,ML1M
3287.0,24,ML1M
3288.0,26,ML1M
3289.0,75,ML1M
3290.0,176,ML1M
3291.0,20,ML1M
3292.0,939,ML1M
3293.0,45,ML1M
3294.0,97,ML1M
3295.0,74,ML1M
3296.0,72,ML1M
3297.0,126,ML1M
3298.0,32,ML1M
3299.0,302,ML1M
3300.0,362,ML1M
3301.0,310,ML1M
3302.0,86,ML1M
3303.0,25,ML1M
3304.0,170,ML1M
3305.0,104,ML1M
3306.0,51,ML1M
3307.0,26,ML1M
3308.0,708,ML1M
3309.0,271,ML1M
3310.0,66,ML1M
3311.0,920,ML1M
3312.0,665,ML1M
3313.0,473,ML1M
3314.0,334,ML1M
3315.0,182,ML1M
3316.0,42,ML1M
3317.0,110,ML1M
3318.0,70,ML1M
3319.0,123,ML1M
3320.0,559,ML1M
3321.0,84,ML1M
3322.0,48,ML1M
3323.0,126,ML1M
3324.0,21,ML1M
3325.0,26,ML1M
3326.0,38,ML1M
3327.0,358,ML1M
3328.0,273,ML1M
3329.0,138,ML1M
3330.0,24,ML1M
3331.0,140,ML1M
3332.0,102,ML1M
3333.0,192,ML1M
3334.0,100,ML1M
3335.0,27,ML1M
3336.0,667,ML1M
3337.0,81,ML1M
3338.0,40,ML1M
3339.0,83,ML1M
3340.0,119,ML1M
3341.0,151,ML1M
3342.0,58,ML1M
3343.0,49,ML1M
3344.0,56,ML1M
3345.0,141,ML1M
3346.0,229,ML1M
3347.0,45,ML1M
3348.0,48,ML1M
3349.0,143,ML1M
3350.0,46,ML1M
3351.0,29,ML1M
3352.0,96,ML1M
3353.0,235,ML1M
3354.0,33,ML1M
3355.0,33,ML1M
3356.0,239,ML1M
3357.0,69,ML1M
3358.0,232,ML1M
3359.0,86,ML1M
3360.0,58,ML1M
3361.0,161,ML1M
3362.0,77,ML1M
3363.0,242,ML1M
3364.0,112,ML1M
3365.0,345,ML1M
3366.0,27,ML1M
3367.0,355,ML1M
3368.0,97,ML1M
3369.0,32,ML1M
3370.0,198,ML1M
3371.0,483,ML1M
3372.0,31,ML1M
3373.0,32,ML1M
3374.0,104,ML1M
3375.0,27,ML1M
3376.0,20,ML1M
3377.0,168,ML1M
3378.0,235,ML1M
3379.0,39,ML1M
3380.0,453,ML1M
3381.0,29,ML1M
3382.0,56,ML1M
3383.0,51,ML1M
3384.0,126,ML1M
3385.0,36,ML1M
3386.0,148,ML1M
3387.0,137,ML1M
3388.0,21,ML1M
3389.0,572,ML1M
3390.0,203,ML1M
3391.0,1216,ML1M
3392.0,30,ML1M
3393.0,267,ML1M
3394.0,326,ML1M
3395.0,56,ML1M
3396.0,23,ML1M
3397.0,29,ML1M
3398.0,55,ML1M
3399.0,154,ML1M
3400.0,218,ML1M
3401.0,837,ML1M
3402.0,330,ML1M
3403.0,205,ML1M
3404.0,26,ML1M
3405.0,41,ML1M
3406.0,41,ML1M
3407.0,20,ML1M
3408.0,116,ML1M
3409.0,44,ML1M
3410.0,731,ML1M
3411.0,351,ML1M
3412.0,293,ML1M
3413.0,127,ML1M
3414.0,297,ML1M
3415.0,166,ML1M
3416.0,470,ML1M
3417.0,92,ML1M
3418.0,211,ML1M
3419.0,120,ML1M
3420.0,220,ML1M
3421.0,24,ML1M
3422.0,383,ML1M
3423.0,317,ML1M
3424.0,71,ML1M
3425.0,492,ML1M
3426.0,120,ML1M
3427.0,38,ML1M
3428.0,183,ML1M
3429.0,35,ML1M
3430.0,406,ML1M
3431.0,62,ML1M
3432.0,116,ML1M
3433.0,88,ML1M
3434.0,174,ML1M
3435.0,126,ML1M
3436.0,204,ML1M
3437.0,50,ML1M
3438.0,80,ML1M
3439.0,89,ML1M
3440.0,27,ML1M
3441.0,320,ML1M
3442.0,186,ML1M
3443.0,25,ML1M
3444.0,110,ML1M
3445.0,144,ML1M
3446.0,36,ML1M
3447.0,85,ML1M
3448.0,26,ML1M
3449.0,64,ML1M
3450.0,189,ML1M
3451.0,62,ML1M
3452.0,85,ML1M
3453.0,299,ML1M
3454.0,362,ML1M
3455.0,23,ML1M
3456.0,55,ML1M
3457.0,160,ML1M
3458.0,164,ML1M
3459.0,29,ML1M
3460.0,84,ML1M
3461.0,37,ML1M
3462.0,559,ML1M
3463.0,37,ML1M
3464.0,371,ML1M
3465.0,59,ML1M
3466.0,37,ML1M
3467.0,59,ML1M
3468.0,66,ML1M
3469.0,459,ML1M
3470.0,84,ML1M
3471.0,824,ML1M
3472.0,50,ML1M
3473.0,159,ML1M
3474.0,200,ML1M
3475.0,622,ML1M
3476.0,705,ML1M
3477.0,138,ML1M
3478.0,74,ML1M
3479.0,90,ML1M
3480.0,47,ML1M
3481.0,140,ML1M
3482.0,71,ML1M
3483.0,661,ML1M
3484.0,206,ML1M
3485.0,48,ML1M
3486.0,97,ML1M
3487.0,318,ML1M
3488.0,21,ML1M
3489.0,105,ML1M
3490.0,244,ML1M
3491.0,727,ML1M
3492.0,63,ML1M
3493.0,163,ML1M
3494.0,35,ML1M
3495.0,21,ML1M
3496.0,25,ML1M
3497.0,92,ML1M
3498.0,117,ML1M
3499.0,437,ML1M
3500.0,62,ML1M
3501.0,197,ML1M
3502.0,33,ML1M
3503.0,490,ML1M
3504.0,214,ML1M
3505.0,100,ML1M
3506.0,68,ML1M
3507.0,923,ML1M
3508.0,36,ML1M
3509.0,404,ML1M
3510.0,67,ML1M
3511.0,206,ML1M
3512.0,409,ML1M
3513.0,311,ML1M
3514.0,76,ML1M
3515.0,100,ML1M
3516.0,157,ML1M
3517.0,122,ML1M
3518.0,502,ML1M
3519.0,666,ML1M
3520.0,289,ML1M
3521.0,387,ML1M
3522.0,62,ML1M
3523.0,39,ML1M
3524.0,153,ML1M
3525.0,90,ML1M
3526.0,962,ML1M
3527.0,39,ML1M
3528.0,112,ML1M
3529.0,227,ML1M
3530.0,20,ML1M
3531.0,77,ML1M
3532.0,114,ML1M
3533.0,92,ML1M
3534.0,55,ML1M
3535.0,29,ML1M
3536.0,165,ML1M
3537.0,57,ML1M
3538.0,163,ML1M
3539.0,1078,ML1M
3540.0,208,ML1M
3541.0,35,ML1M
3542.0,22,ML1M
3543.0,104,ML1M
3544.0,29,ML1M
3545.0,28,ML1M
3546.0,410,ML1M
3547.0,362,ML1M
3548.0,26,ML1M
3549.0,37,ML1M
3550.0,357,ML1M
3551.0,87,ML1M
3552.0,20,ML1M
3553.0,47,ML1M
3554.0,33,ML1M
3555.0,129,ML1M
3556.0,112,ML1M
3557.0,392,ML1M
3558.0,300,ML1M
3559.0,74,ML1M
3560.0,137,ML1M
3561.0,259,ML1M
3562.0,683,ML1M
3563.0,211,ML1M
3564.0,152,ML1M
3565.0,140,ML1M
3566.0,31,ML1M
3567.0,69,ML1M
3568.0,102,ML1M
3569.0,437,ML1M
3570.0,22,ML1M
3571.0,104,ML1M
3572.0,111,ML1M
3573.0,36,ML1M
3574.0,179,ML1M
3575.0,38,ML1M
3576.0,541,ML1M
3577.0,78,ML1M
3578.0,271,ML1M
3579.0,269,ML1M
3580.0,72,ML1M
3581.0,34,ML1M
3582.0,97,ML1M
3583.0,30,ML1M
3584.0,67,ML1M
3585.0,262,ML1M
3586.0,163,ML1M
3587.0,43,ML1M
3588.0,225,ML1M
3589.0,688,ML1M
3590.0,462,ML1M
3591.0,202,ML1M
3592.0,357,ML1M
3593.0,64,ML1M
3594.0,157,ML1M
3595.0,31,ML1M
3596.0,128,ML1M
3597.0,76,ML1M
3598.0,65,ML1M
3599.0,176,ML1M
3600.0,371,ML1M
3601.0,158,ML1M
3602.0,86,ML1M
3603.0,328,ML1M
3604.0,27,ML1M
3605.0,115,ML1M
3606.0,35,ML1M
3607.0,260,ML1M
3608.0,102,ML1M
3609.0,145,ML1M
3610.0,696,ML1M
3611.0,205,ML1M
3612.0,215,ML1M
3613.0,70,ML1M
3614.0,157,ML1M
3615.0,174,ML1M
3616.0,21,ML1M
3617.0,47,ML1M
3618.0,1344,ML1M
3619.0,101,ML1M
3620.0,431,ML1M
3621.0,379,ML1M
3622.0,159,ML1M
3623.0,22,ML1M
3624.0,354,ML1M
3625.0,202,ML1M
3626.0,855,ML1M
3627.0,36,ML1M
3628.0,31,ML1M
3629.0,62,ML1M
3630.0,181,ML1M
3631.0,40,ML1M
3632.0,29,ML1M
3633.0,20,ML1M
3634.0,23,ML1M
3635.0,163,ML1M
3636.0,23,ML1M
3637.0,66,ML1M
3638.0,125,ML1M
3639.0,86,ML1M
3640.0,73,ML1M
3641.0,485,ML1M
3642.0,21,ML1M
3643.0,220,ML1M
3644.0,41,ML1M
3645.0,69,ML1M
3646.0,93,ML1M
3647.0,33,ML1M
3648.0,627,ML1M
3649.0,51,ML1M
3650.0,785,ML1M
3651.0,251,ML1M
3652.0,289,ML1M
3653.0,111,ML1M
3654.0,282,ML1M
3655.0,32,ML1M
3656.0,79,ML1M
3657.0,38,ML1M
3658.0,266,ML1M
3659.0,96,ML1M
3660.0,58,ML1M
3661.0,125,ML1M
3662.0,88,ML1M
3663.0,91,ML1M
3664.0,134,ML1M
3665.0,216,ML1M
3666.0,42,ML1M
3667.0,55,ML1M
3668.0,38,ML1M
3669.0,436,ML1M
3670.0,68,ML1M
3671.0,104,ML1M
3672.0,203,ML1M
3673.0,212,ML1M
3674.0,91,ML1M
3675.0,849,ML1M
3676.0,101,ML1M
3677.0,141,ML1M
3678.0,139,ML1M
3679.0,384,ML1M
3680.0,56,ML1M
3681.0,668,ML1M
3682.0,91,ML1M
3683.0,589,ML1M
3684.0,139,ML1M
3685.0,307,ML1M
3686.0,75,ML1M
3687.0,191,ML1M
3688.0,304,ML1M
3689.0,226,ML1M
3690.0,401,ML1M
3691.0,302,ML1M
3692.0,71,ML1M
3693.0,596,ML1M
3694.0,53,ML1M
3695.0,302,ML1M
3696.0,150,ML1M
3697.0,136,ML1M
3698.0,115,ML1M
3699.0,61,ML1M
3700.0,66,ML1M
3701.0,84,ML1M
3702.0,47,ML1M
3703.0,50,ML1M
3704.0,219,ML1M
3705.0,792,ML1M
3706.0,78,ML1M
3707.0,51,ML1M
3708.0,35,ML1M
3709.0,331,ML1M
3710.0,69,ML1M
3711.0,88,ML1M
3712.0,140,ML1M
3713.0,408,ML1M
3714.0,40,ML1M
3715.0,316,ML1M
3716.0,392,ML1M
3717.0,299,ML1M
3718.0,269,ML1M
3719.0,36,ML1M
3720.0,207,ML1M
3721.0,129,ML1M
3722.0,31,ML1M
3723.0,39,ML1M
3724.0,583,ML1M
3725.0,26,ML1M
3726.0,340,ML1M
3727.0,460,ML1M
3728.0,64,ML1M
3729.0,443,ML1M
3730.0,29,ML1M
3731.0,125,ML1M
3732.0,208,ML1M
3733.0,119,ML1M
3734.0,50,ML1M
3735.0,301,ML1M
3736.0,125,ML1M
3737.0,150,ML1M
3738.0,32,ML1M
3739.0,22,ML1M
3740.0,47,ML1M
3741.0,134,ML1M
3742.0,125,ML1M
3743.0,32,ML1M
3744.0,36,ML1M
3745.0,202,ML1M
3746.0,348,ML1M
3747.0,64,ML1M
3748.0,32,ML1M
3749.0,118,ML1M
3750.0,39,ML1M
3751.0,407,ML1M
3752.0,185,ML1M
3753.0,49,ML1M
3754.0,304,ML1M
3755.0,72,ML1M
3756.0,414,ML1M
3757.0,201,ML1M
3758.0,50,ML1M
3759.0,103,ML1M
3760.0,316,ML1M
3761.0,171,ML1M
3762.0,413,ML1M
3763.0,140,ML1M
3764.0,27,ML1M
3765.0,27,ML1M
3766.0,124,ML1M
3767.0,41,ML1M
3768.0,710,ML1M
3769.0,410,ML1M
3770.0,266,ML1M
3771.0,469,ML1M
3772.0,48,ML1M
3773.0,361,ML1M
3774.0,56,ML1M
3775.0,93,ML1M
3776.0,42,ML1M
3777.0,116,ML1M
3778.0,941,ML1M
3779.0,56,ML1M
3780.0,300,ML1M
3781.0,62,ML1M
3782.0,65,ML1M
3783.0,24,ML1M
3784.0,41,ML1M
3785.0,35,ML1M
3786.0,63,ML1M
3787.0,20,ML1M
3788.0,24,ML1M
3789.0,151,ML1M
3790.0,125,ML1M
3791.0,126,ML1M
3792.0,821,ML1M
3793.0,133,ML1M
3794.0,44,ML1M
3795.0,29,ML1M
3796.0,202,ML1M
3797.0,27,ML1M
3798.0,30,ML1M
3799.0,128,ML1M
3800.0,71,ML1M
3801.0,140,ML1M
3802.0,22,ML1M
3803.0,22,ML1M
3804.0,187,ML1M
3805.0,37,ML1M
3806.0,167,ML1M
3807.0,478,ML1M
3808.0,1158,ML1M
3809.0,47,ML1M
3810.0,67,ML1M
3811.0,105,ML1M
3812.0,114,ML1M
3813.0,67,ML1M
3814.0,36,ML1M
3815.0,120,ML1M
3816.0,318,ML1M
3817.0,53,ML1M
3818.0,47,ML1M
3819.0,118,ML1M
3820.0,45,ML1M
3821.0,729,ML1M
3822.0,184,ML1M
3823.0,633,ML1M
3824.0,1018,ML1M
3825.0,491,ML1M
3826.0,28,ML1M
3827.0,186,ML1M
3828.0,42,ML1M
3829.0,822,ML1M
3830.0,136,ML1M
3831.0,122,ML1M
3832.0,108,ML1M
3833.0,312,ML1M
3834.0,562,ML1M
3835.0,91,ML1M
3836.0,510,ML1M
3837.0,196,ML1M
3838.0,24,ML1M
3839.0,88,ML1M
3840.0,68,ML1M
3841.0,1216,ML1M
3842.0,669,ML1M
3843.0,66,ML1M
3844.0,134,ML1M
3845.0,74,ML1M
3846.0,70,ML1M
3847.0,429,ML1M
3848.0,78,ML1M
3849.0,67,ML1M
3850.0,384,ML1M
3851.0,86,ML1M
3852.0,57,ML1M
3853.0,314,ML1M
3854.0,82,ML1M
3855.0,101,ML1M
3856.0,47,ML1M
3857.0,54,ML1M
3858.0,162,ML1M
3859.0,309,ML1M
3860.0,171,ML1M
3861.0,41,ML1M
3862.0,33,ML1M
3863.0,25,ML1M
3864.0,202,ML1M
3865.0,57,ML1M
3866.0,85,ML1M
3867.0,42,ML1M
3868.0,275,ML1M
3869.0,50,ML1M
3870.0,26,ML1M
3871.0,114,ML1M
3872.0,48,ML1M
3873.0,77,ML1M
3874.0,115,ML1M
3875.0,39,ML1M
3876.0,44,ML1M
3877.0,22,ML1M
3878.0,484,ML1M
3879.0,46,ML1M
3880.0,57,ML1M
3881.0,81,ML1M
3882.0,203,ML1M
3883.0,20,ML1M
3884.0,651,ML1M
3885.0,590,ML1M
3886.0,91,ML1M
3887.0,319,ML1M
3888.0,151,ML1M
3889.0,133,ML1M
3890.0,71,ML1M
3891.0,100,ML1M
3892.0,477,ML1M
3893.0,50,ML1M
3894.0,159,ML1M
3895.0,71,ML1M
3896.0,148,ML1M
3897.0,21,ML1M
3898.0,101,ML1M
3899.0,52,ML1M
3900.0,409,ML1M
3901.0,75,ML1M
3902.0,165,ML1M
3903.0,168,ML1M
3904.0,103,ML1M
3905.0,81,ML1M
3906.0,64,ML1M
3907.0,52,ML1M
3908.0,160,ML1M
3909.0,78,ML1M
3910.0,261,ML1M
3911.0,25,ML1M
3912.0,101,ML1M
3913.0,167,ML1M
3914.0,113,ML1M
3915.0,23,ML1M
3916.0,530,ML1M
3917.0,98,ML1M
3918.0,26,ML1M
3919.0,69,ML1M
3920.0,60,ML1M
3921.0,72,ML1M
3922.0,178,ML1M
3923.0,103,ML1M
3924.0,77,ML1M
3925.0,108,ML1M
3926.0,65,ML1M
3927.0,156,ML1M
3928.0,28,ML1M
3929.0,612,ML1M
3930.0,194,ML1M
3931.0,233,ML1M
3932.0,32,ML1M
3933.0,24,ML1M
3934.0,703,ML1M
3935.0,168,ML1M
3936.0,34,ML1M
3937.0,73,ML1M
3938.0,94,ML1M
3939.0,24,ML1M
3940.0,492,ML1M
3941.0,50,ML1M
3942.0,606,ML1M
3943.0,65,ML1M
3944.0,50,ML1M
3945.0,531,ML1M
3946.0,264,ML1M
3947.0,102,ML1M
3948.0,102,ML1M
3949.0,74,ML1M
3950.0,70,ML1M
3951.0,196,ML1M
3952.0,58,ML1M
3953.0,234,ML1M
3954.0,43,ML1M
3955.0,152,ML1M
3956.0,33,ML1M
3957.0,351,ML1M
3958.0,164,ML1M
3959.0,25,ML1M
3960.0,28,ML1M
3961.0,230,ML1M
3962.0,70,ML1M
3963.0,457,ML1M
3964.0,64,ML1M
3965.0,290,ML1M
3966.0,53,ML1M
3967.0,446,ML1M
3968.0,85,ML1M
3969.0,20,ML1M
3970.0,253,ML1M
3971.0,368,ML1M
3972.0,25,ML1M
3973.0,91,ML1M
3974.0,123,ML1M
3975.0,92,ML1M
3976.0,299,ML1M
3977.0,30,ML1M
3978.0,132,ML1M
3979.0,97,ML1M
3980.0,40,ML1M
3981.0,217,ML1M
3982.0,82,ML1M
3983.0,130,ML1M
3984.0,65,ML1M
3985.0,331,ML1M
3986.0,50,ML1M
3987.0,46,ML1M
3988.0,204,ML1M
3989.0,226,ML1M
3990.0,85,ML1M
3991.0,47,ML1M
3992.0,449,ML1M
3993.0,351,ML1M
3994.0,187,ML1M
3995.0,163,ML1M
3996.0,112,ML1M
3997.0,315,ML1M
3998.0,324,ML1M
3999.0,742,ML1M
4e3,65,ML1M
4001.0,434,ML1M
4002.0,59,ML1M
4003.0,42,ML1M
4004.0,128,ML1M
4005.0,240,ML1M
4006.0,210,ML1M
4007.0,544,ML1M
4008.0,24,ML1M
4009.0,309,ML1M
4010.0,24,ML1M
4011.0,51,ML1M
4012.0,47,ML1M
4013.0,224,ML1M
4014.0,225,ML1M
4015.0,104,ML1M
4016.0,678,ML1M
4017.0,39,ML1M
4018.0,145,ML1M
4019.0,25,ML1M
4020.0,84,ML1M
4021.0,765,ML1M
4022.0,416,ML1M
4023.0,87,ML1M
4024.0,252,ML1M
4025.0,28,ML1M
4026.0,300,ML1M
4027.0,51,ML1M
4028.0,537,ML1M
4029.0,77,ML1M
4030.0,124,ML1M
4031.0,51,ML1M
4032.0,153,ML1M
4033.0,662,ML1M
4034.0,108,ML1M
4035.0,57,ML1M
4036.0,126,ML1M
4037.0,53,ML1M
4038.0,23,ML1M
4039.0,53,ML1M
4040.0,186,ML1M
4041.0,844,ML1M
4042.0,446,ML1M
4043.0,133,ML1M
4044.0,62,ML1M
4045.0,44,ML1M
4046.0,37,ML1M
4047.0,45,ML1M
4048.0,729,ML1M
4049.0,375,ML1M
4050.0,168,ML1M
4051.0,100,ML1M
4052.0,34,ML1M
4053.0,500,ML1M
4054.0,616,ML1M
4055.0,407,ML1M
4056.0,22,ML1M
4057.0,38,ML1M
4058.0,503,ML1M
4059.0,45,ML1M
4060.0,256,ML1M
4061.0,38,ML1M
4062.0,322,ML1M
4063.0,59,ML1M
4064.0,1009,ML1M
4065.0,21,ML1M
4066.0,95,ML1M
4067.0,80,ML1M
4068.0,20,ML1M
4069.0,31,ML1M
4070.0,135,ML1M
4071.0,111,ML1M
4072.0,254,ML1M
4073.0,24,ML1M
4074.0,26,ML1M
4075.0,54,ML1M
4076.0,48,ML1M
4077.0,227,ML1M
4078.0,266,ML1M
4079.0,433,ML1M
4080.0,83,ML1M
4081.0,51,ML1M
4082.0,123,ML1M
4083.0,766,ML1M
4084.0,168,ML1M
4085.0,829,ML1M
4086.0,318,ML1M
4087.0,60,ML1M
4088.0,403,ML1M
4089.0,702,ML1M
4090.0,203,ML1M
4091.0,104,ML1M
4092.0,72,ML1M
4093.0,157,ML1M
4094.0,270,ML1M
4095.0,62,ML1M
4096.0,239,ML1M
4097.0,30,ML1M
4098.0,114,ML1M
4099.0,129,ML1M
4100.0,28,ML1M
4101.0,95,ML1M
4102.0,89,ML1M
4103.0,146,ML1M
4104.0,154,ML1M
4105.0,64,ML1M
4106.0,28,ML1M
4107.0,350,ML1M
4108.0,32,ML1M
4109.0,25,ML1M
4110.0,21,ML1M
4111.0,53,ML1M
4112.0,324,ML1M
4113.0,33,ML1M
4114.0,200,ML1M
4115.0,517,ML1M
4116.0,363,ML1M
4117.0,204,ML1M
4118.0,207,ML1M
4119.0,54,ML1M
4120.0,48,ML1M
4121.0,127,ML1M
4122.0,315,ML1M
4123.0,106,ML1M
4124.0,310,ML1M
4125.0,45,ML1M
4126.0,358,ML1M
4127.0,89,ML1M
4128.0,50,ML1M
4129.0,29,ML1M
4130.0,172,ML1M
4131.0,123,ML1M
4132.0,132,ML1M
4133.0,118,ML1M
4134.0,118,ML1M
4135.0,66,ML1M
4136.0,39,ML1M
4137.0,85,ML1M
4138.0,64,ML1M
4139.0,351,ML1M
4140.0,735,ML1M
4141.0,226,ML1M
4142.0,24,ML1M
4143.0,24,ML1M
4144.0,140,ML1M
4145.0,25,ML1M
4146.0,25,ML1M
4147.0,61,ML1M
4148.0,94,ML1M
4149.0,52,ML1M
4150.0,403,ML1M
4151.0,36,ML1M
4152.0,158,ML1M
4153.0,169,ML1M
4154.0,23,ML1M
4155.0,62,ML1M
4156.0,392,ML1M
4157.0,56,ML1M
4158.0,23,ML1M
4159.0,22,ML1M
4160.0,120,ML1M
4161.0,459,ML1M
4162.0,126,ML1M
4163.0,26,ML1M
4164.0,36,ML1M
4165.0,51,ML1M
4166.0,24,ML1M
4167.0,465,ML1M
4168.0,100,ML1M
4169.0,2314,ML1M
4170.0,83,ML1M
4171.0,147,ML1M
4172.0,70,ML1M
4173.0,56,ML1M
4174.0,40,ML1M
4175.0,92,ML1M
4176.0,22,ML1M
4177.0,152,ML1M
4178.0,20,ML1M
4179.0,161,ML1M
4180.0,82,ML1M
4181.0,129,ML1M
4182.0,46,ML1M
4183.0,366,ML1M
4184.0,26,ML1M
4185.0,52,ML1M
4186.0,640,ML1M
4187.0,67,ML1M
4188.0,44,ML1M
4189.0,33,ML1M
4190.0,99,ML1M
4191.0,26,ML1M
4192.0,20,ML1M
4193.0,261,ML1M
4194.0,174,ML1M
4195.0,101,ML1M
4196.0,29,ML1M
4197.0,23,ML1M
4198.0,50,ML1M
4199.0,47,ML1M
4200.0,49,ML1M
4201.0,24,ML1M
4202.0,23,ML1M
4203.0,145,ML1M
4204.0,240,ML1M
4205.0,46,ML1M
4206.0,47,ML1M
4207.0,247,ML1M
4208.0,48,ML1M
4209.0,23,ML1M
4210.0,131,ML1M
4211.0,24,ML1M
4212.0,155,ML1M
4213.0,395,ML1M
4214.0,39,ML1M
4215.0,289,ML1M
4216.0,27,ML1M
4217.0,385,ML1M
4218.0,101,ML1M
4219.0,111,ML1M
4220.0,248,ML1M
4221.0,89,ML1M
4222.0,122,ML1M
4223.0,163,ML1M
4224.0,337,ML1M
4225.0,129,ML1M
4226.0,37,ML1M
4227.0,1222,ML1M
4228.0,23,ML1M
4229.0,63,ML1M
4230.0,21,ML1M
4231.0,50,ML1M
4232.0,52,ML1M
4233.0,134,ML1M
4234.0,159,ML1M
4235.0,126,ML1M
4236.0,51,ML1M
4237.0,123,ML1M
4238.0,819,ML1M
4239.0,68,ML1M
4240.0,66,ML1M
4241.0,98,ML1M
4242.0,131,ML1M
4243.0,142,ML1M
4244.0,20,ML1M
4245.0,92,ML1M
4246.0,36,ML1M
4247.0,76,ML1M
4248.0,85,ML1M
4249.0,103,ML1M
4250.0,327,ML1M
4251.0,97,ML1M
